"id","name","Sinhala Name","author","translator","language","categoery"
"1163","Gini Awi Saha Ginikeli","","Anura Horesas","","Sinhala","Sinhala Novel"
"1164","Gini Awi Saha Ginikeli","","Anura Horesas","","Sinhala","Sinhala Novel"
"1165","Gini Awi Saha Ginikeli","","Anura Horesas","","Sinhala","Sinhala Novel"
"1166","He Siddartha nam we","","Ko. Ananda","","Sinhala","Sinhala Novel"
"1167","Premanisansa","","Chandrarathna Bandara","","Sinhala","Sinhala Novel"
"1168","Nandunana Suba Pethuma","","Gimhan Suriya Bandara","","Sinhala","Sinhala Novel"
"1169","Ran Sirimal","","Anurasiri Hettige","","Sinhala","Children Sinhala"
"1170","Pin Lamaya","","Hema chandrika Liyanage","","Sinhala","Children Sinhala"
"1171","Mal Samanaliyo","","Hema chandrika Liyanage","","Sinhala","Children Sinhala"
"1172","Awasan Nirupaddrithaya","","Susitha Ruwan","","Sinhala","Science Fiction"
"1173","Wessa walahaka","","Samarawira Wijayawansa","","Sinhala","Sinhala Novel"
"1174","Abiyogayaka Iranama","","Brian Fox","S. Chandrasiri Dasanayake","Sinhala","English Translation Novel"
"1175","Hudakala Tepel karuwakuge Aruma Divipuwatha","","Denis Theriault","Chulananda Samaranayaka","Sinhala","English Translation Novel"
"1176","Minihakuge Iranama","","Mikhail Sholokhov","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1177","Kapithange Diyaniyo","","Alexander Pushkin","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1178","Nethiwunu Wasthuwa","","Chingis Ayithmathov","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1179","Kara - Bugas","","Konstantin Paustovsky","Rupasiri Perera","Sinhala","Russian Translation Novel"
"1180","Hora saha Ballo","","Naguib Mahfouz","Sunethra Rajakarunanayaka","Sinhala","English Translation Novel"
"1181","Aruma Puduma Gandarwaya","","Jacob Ludwig Grimm","Samaranayaka Vipulaguna","Sinhala","English Translation Novel"
"1182","Pawle Uruwa","","Michael Ondaatje","Sepala Wijesekara","Sinhala","English Translation Novel"
"1183","Sathuru Mithuru Muhudu Rella","","Pearl S Buck","Senarathne Weerasinghe","Sinhala","English Translation Novel"
"1184","Andurata pera Aruna","","Niranjana","Senarathne Weerasinghe","Sinhala","Indian Translation"
"1185","Charulatha","","Rabindranath Tagore","Senarathne Weerasinghe","Sinhala","Indian Translation"
"1186","Depa Ladimi","","Moti Nandi","Senarathne Weerasinghe","Sinhala","Indian Translation"
"1187","Aluthma Minihek","","Sarat Chandra Chatterjee","Senarathne Weerasinghe","Sinhala","Indian Translation"
"1188","Mahumkari","","Rosalie Ham","Thilakasiri Ekanayake","Sinhala","English Translation Novel"
"1189","Karumakkara Kathawak","","Gabrial Garcia Marquez","Gamini Viyangoda","Sinhala","English Translation Novel"
"1190","Lohitha Wasangathaya","","Jack London","Charunya Dehigama","Sinhala","English Translation Novel"
"1191","Sayam Gedara","සෑම් ගෙදර","John Grisham","Indrani Karunarathna","Sinhala","English Translation Novel"
"1192","Limpopo Galabasi","","Robyn Scott","Indrani Karunarathna","Sinhala","English Translation Novel"
"1193","Boer Sirakaruwekuge mathaka satahan","","Jan N. Brink","Samarasinghe gunasekara","Sinhala","English Translation Novel"
"1194","Bala viyaruwa","","Edgar Rice Burroughs","Palitha Jayakody","Sinhala","English Translation Novel"
"1195","Kapala duwe Wanara Raju","","Edgar Wallace","Prabath Mirihagalla","Sinhala","English Translation Novel"
"1196","Sathwa ha Shaka wisheshayange Sambawaya","","Charles Darwin","Pasan Kodikara","Sinhala","English Translation Novel"
"1197","Sepiencesla","","Yuval Noah Harari","Upali Rathnayake","Sinhala","English Translation Novel"
"1198","Minis Ithihasaye Kathandaraya","","Fyodor Korovkin","Sugath Kankanamge","Sinhala","Russian Translation Novel"
"1207","Athlantheedawe Awasan Minisa","","Alexander Romanovich  Beiyaev","Pushpa Ranjan Wijesinghe","Sinhala","Russian Translation Novel"
"1208","Tharuwak Polowata","","Steven Spielberg","Kumara Siriwardana","Sinhala","English Translation Novel"
"1209","Sandapathle Ran Illama","","H.G.Wells","","Sinhala","English Translation Novel"
"1210","Promithiyasge Daruwo","","","","Sinhala","Science Fiction"
"1211","Pematho Jayathi Soko","","Isuru Prasanga","","Sinhala","Sinhala Novel"
"1212","Aparadhaya Ha Danduwama","අපරාධය හා දඬුවම","Fyodor Dostoyevsky","Dedigama V Rodrigo","Sinhala","Russian Translation Novel"
"1213","Gasaka Kandulu","","Vicki Baum","Urapola Hemaloka","Sinhala","English Translation Novel"
"1214","Amesan Santhrasaya","ඇමසන් සංත්‍රාසය","Willard Price","Manjula Dissanayaka","Sinhala","English Translation Novel"
"1215","Dakunudiga Sagara Gembare","දකුණුදිග සාගර ගැමිබාරේ","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1216","Agada Sagare","ගැඹුරු සාගරේ","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1217","Ginihal Ginikeli","ගිනිහල් ගිනිකෙළි","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1218","Talmasun Dadayama","තල්මසුන් දඩයම","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1219","Aprikanu Maha Himaye","අප්‍රිකානු මහ හිමයේ","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1220","Eli Eth Dadayama","ඇලි ඇත් දඩයම","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1221","Sapari Santhrasa","සෆාරි සංත්‍රාස","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1222","Sinha Dadayama","සිංහ දඩයම","Willard Price","Manjula Dissanayaka","Sinhala","English Translation Novel"
"1223","Gorillo","ගොරිල්ලා","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1224","Kimidum Kranam","කිමිදුම් ක‍්‍රීඩාංගනය","Willard Price","Manjula Dissanayaka","Sinhala","English Translation Novel"
"1225","Wanacharin Athara Thrasayak","වනාචාරීන් අතර ත‍්‍රාසයක්","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1226","Koti Dadayama","කොටි දඩයම","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
"1227","Hima Bima Serisara","හිම බිම සෙරිසාර","Willard Price","Wijayarathna Dolawatta","Sinhala","English Translation Novel"
